ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00144,Human,Calishite,Calimshan,Large Town,Groupe2_Sud_Marchand,Open Land Navigation | Desert Water Mastery | Plains Tracking | Desert Thermal Endurance,Guild Knowledge & Politics | Black Market Operations | Guild Knowledge & Politics | Black Market Operations,Dwarven Culture | Gnomish Culture | Geography of Faerûn,Weaving & Spinning,Thorass,Chondathan | Halruaan | Mulhorandi,2811,293.4,universal_standard,3,Wealthy,Rouncey | Tent 2-man leather | Padded Jack | Heavy Crossbow | Buckler | Quiver,2660.0,151,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Padded Jack | Heavy Crossbow | Buckler | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey | Tent 2-man leather,-12.85,YES,Sauvage,Magie Blanche,-9,-8,0,-7,5,143.2,49.1,-4,-8,1,-6,2,-4,3,-1,-7,-1,Aucun,2026-05-28 13:35:34
CH-00145,Dwarf,Gold Dwarf,Great Rift,Dwarven Fortress,Groupe6_Bloc_Nain,Mountain Endurance,Lockpicking and Trap Disarming | Streetwise (Urban Underworld) | Noble Houses & Court Intrigue | Lockpicking and Trap Disarming | Criminal Organizations & Syndicates | Urban Observation and Tailing,Fall of Myth Drannor | Legendary Artifacts & Relics | Court Etiquette & Protocol | Geography of Faerûn,Engraving on Metal & Gems,Nain | Thorass,Chondathan | Nain,861,293.4,universal_standard,0,None,Lantern (hooded) | Tassets,255.0,606,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Tassets,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Lantern (hooded),-8.42,YES,Arcanique,Magicien,1,-4,-5,-12,4,111.0,63.9,-9,-3,2,-10,-2,-2,4,-1,-8,-2,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00146,Human,Illuskan,Neverwinter,Large Town,Groupe1_Cote_des_Epees,Storm and Seasickness Mastery | Deep-Sea Fishing | Oceanic Navigation | Field Weapon Maintenance,Streetwise (Urban Underworld) | Streetwise (Urban Underworld) | Black Market Operations,Religious Cults & Orders | Legendary Artifacts & Relics | Laws & Customs of Nations,Carpentry & Woodworking | Leatherworking & Tanning | Viticulture & Winemaking,Vaasan,Chondathan | Illuskan | Vaasan,1045,293.4,universal_standard,1,Modest,Palfrey | Buckler,790.0,255,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey,-8.31,YES,Théurgique,Magie Verte,0,-3,-6,-4,8,173.8,83.2,0,-5,-3,-7,-3,4,-1,-1,-10,-6,Aucun,2026-05-28 13:35:34
CH-00147,Human,Tethyrian,Tethyr,Large Town,Groupe2_Sud_Marchand,Plains Tracking | Weather Reading | Forest Stealth,Noble Houses & Court Intrigue | Guild Knowledge & Politics | Urban Stealth & Shadowing | Guild Knowledge & Politics,Laws & Customs of Nations | History of the Realms,Smithing & Metallurgy | Navigation (Land & Sea) | Carpentry & Woodworking,Elfique,Chondathan | Elfique | Tethyrian,2266,293.4,universal_standard,2,Comfortable,Fauld | Mail coif | Longsword,1190.0,1076,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Fauld | Mail coif | Longsword,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.51,YES,Théurgique,Magie Blanche,0,-1,-6,0,0,174.1,67.4,0,2,4,-9,-3,-1,7,-6,-4,1,Aucun,2026-05-28 13:35:34
CH-00148,Human,Chondathan,Sembia,Small Town,Groupe2_Sud_Marchand,Forced March Endurance,Streetwise (Urban Underworld) | Sleight of Hand & Cheating,Trade Routes & Commerce | Legendary Artifacts & Relics | Guilds & Organizations | Geography of Faerûn,Masonry,Chondathan,Chondathan | Sembian,2519,293.4,universal_standard,3,Wealthy,Bevor | Arming Doublet | Pike | Buckler,2325.0,194,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Bevor | Arming Doublet | Pike | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),17.97,NO,None,,6,3,-2,2,6,183.2,92.4,2,5,-1,-1,-1,4,-3,-1,0,-2,Aucun,2026-05-28 13:35:34
CH-00149,Human,Damaran,Impiltur,Fishing Village,Groupe3_Coeur_Continental,Littoral Foraging | Coastal Survival | Complex Terrain Navigation | Storm and Seasickness Mastery | Mountain Endurance | Oceanic Navigation,Lockpicking and Trap Disarming,Divine Myths & Legends | Laws & Customs of Nations | History of the Realms,Stoneworking,Thorass,Chondathan | Damaran | Thorass,1118,293.4,universal_standard,1,Modest,Longsword | Lamp oil | Crowbar (heavy) | Buckler,879.0,239,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Longsword | Lamp oil | Crowbar (heavy) | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.16,YES,Arcanique,Magicien,0,-1,-3,-1,2,178.6,78.9,1,-1,-4,0,-2,0,2,-4,-2,-4,Aucun,2026-05-28 13:35:34
CH-00150,Human,Tethyrian,The Dalelands,Logging Camp,Groupe3_Coeur_Continental,Weather Reading | Complex Terrain Navigation | Wild Plant Foraging | Plains Tracking | Advanced Tracking,Heraldry & Lineage Recognition | Criminal Organizations & Syndicates,History of Magic | Court Etiquette & Protocol | Geography of Faerûn,Brewing & Distilling | Leatherworking & Tanning | Sail & Rope Making,Thorass,Chondathan | Cormyrian | Druidic,908,293.4,universal_standard,1,Modest,Cutlass,720.0,188,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cutlass,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-0.98,NO,None,,-2,-1,2,-1,9,162.0,63.9,-1,1,-1,1,2,0,-1,-5,2,-1,Aucun,2026-05-28 13:35:34
CH-00151,Dwarf,Gold Dwarf,Great Rift,Isolated Hamlet,Groupe6_Bloc_Nain,Technical Rock Climbing | Underground Navigation | Mountain Endurance | Advanced Tracking | Wild Plant Foraging,Urban Observation and Tailing | Streetwise (Urban Underworld),Major Cities & Regions | Weave Theory | Trade Routes & Commerce | Laws & Customs of Nations,Forgery of Official Documents | Masonry,Chondathan | Nain,Chondathan | Géant | Nain,589,293.4,universal_standard,0,None,Buckler,220.0,369,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),0.04,NO,None,,4,-2,-4,-9,13,125.7,83.2,-6,-6,0,-4,-2,2,3,1,-9,-2,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00152,Half-elf,Moon Half-elf,Waterdeep,Major Port City,Groupe1_Cote_des_Epees,Storm and Seasickness Mastery | Coastal Survival,Poison Lore & Subtle Application | Information Brokerage | Streetwise (Urban Underworld) | Information Brokerage | Disguise & Impersonation,Fall of Myth Drannor | Astronomy & Star Navigation | History of Magic,Glassworking | Lens Making & Optics,Chondathan,Chondathan | Elfique | Elven High Speech,3944,293.4,universal_standard,1,Modest,Gorget (élevé) | Simple Breastplate,750.0,3194,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Gorget (élevé) | Simple Breastplate,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),0.38,NO,None,,-2,-1,1,0,3,169.5,63.9,0,2,0,0,1,6,11,13,2,0,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00153,Dwarf,Wild Dwarf,Chult,Forest Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Savanna Plant Knowledge | Forest Stealth | Complex Terrain Navigation | Marsh Movement | Marsh Disease Resistance,,Dragon Lore | Major Cities & Regions | Trade Routes & Commerce | Major Religions & Deities,Musical Instrument Making | Taxidermy | Exotic Herbalism,Shaaran | Nain,Chultan | Nain | Shaaran | Tashalan,667,293.4,universal_standard,0,None,Parma,280.0,387,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Parma,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-12.58,YES,Théurgique,Magie Verte,-7,-6,-3,-10,7,117.5,46.6,-8,-4,1,-4,-1,-3,-7,-6,-2,-1,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00154,Human,Calishite,Calimshan,Metropolis,Groupe2_Sud_Marchand,,Sleight of Hand & Cheating | Sleight of Hand & Cheating | Urban Stealth & Shadowing | Fences and Buyers Network | Urban Stealth & Shadowing,Geography of Faerûn | Religious Cults & Orders | History of the Realms | Political Currents & Rivalries,Ritual Object Crafting | Shipbuilding | Bone & Ivory Carving,Chondathan | Calishite,Calishite | Chondathan | Tashalan,4304,293.4,universal_standard,1,Modest,"Courser | Lancet, bleeding",622.0,3682,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Courser,-13.77,YES,Théurgique,Magie Blanche,-10,-6,-3,-5,6,155.2,51.8,-2,-5,-6,2,-2,5,-5,-5,0,-6,Aucun,2026-05-28 13:35:34
CH-00155,Human,Illuskan,Icewind Dale,Remote Trading Post,Groupe5_Nord_Sauvage,Storm and Seasickness Mastery | Desert Thermal Endurance | Trapping and Snaring | Oceanic Navigation | River Crossing | Deep-Sea Fishing,Urban Stealth & Shadowing,"Elven Culture | Dragon Lore | Dwarven Culture | Cosmology (Weave, Shadow Weave)",Smithing & Metallurgy | Stone & Wood Carving,Chondathan | Illuskan,Chondathan | Illuskan,438,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,436,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.22,YES,Théurgique,Magie Verte,-2,-2,2,-2,-1,162.0,67.4,-1,-5,4,-2,2,5,6,11,-5,3,Aucun,2026-05-28 13:35:34
CH-00156,Human,Calishite,Calimshan,Major Port City,Groupe2_Sud_Marchand,Open Land Navigation,City Secrets & Hidden Routes | Sleight of Hand & Cheating | Disguise & Impersonation | Urban Stealth & Shadowing | Smuggling Networks | Disguise & Impersonation,Nobility & Heraldry | Gnomish Culture | Court Etiquette & Protocol | Major Cities & Regions,High Court Intrigue & Politics | Masonry | Jewelry & Goldsmithing,Mulhorandi,Mulhorandi | Tashalan | Thorass,3882,293.4,universal_standard,3,Wealthy,"Camel, riding | Palfrey | Close Helmet (Maximilian) | Heater shield",3090.0,792,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Close Helmet (Maximilian) | Heater shield,"Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Camel, riding | Palfrey",21.76,NO,None,,4,2,5,2,4,188.4,87.7,2,1,1,1,5,-2,2,-1,-1,1,Aucun,2026-05-28 13:35:34
CH-00157,Human,Rashemi,Rashemen,Nomad Camp,Groupe10_Rashemen,Marsh Movement | Advanced Tracking | Forest Stealth | Hermetic Medicine | Complex Terrain Navigation,,Nobility & Heraldry | Local Folklore & Legends | Laws & Customs of Nations | Divine Myths & Legends,Bookbinding,Rashemi | Thorass,Rashemi,1019,293.4,universal_standard,1,Modest,Palfrey | Leather barding,920.0,99,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Leather barding,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey,-1.0,NO,None,,-1,0,-1,1,8,171.0,67.4,0,0,4,0,-1,2,1,9,0,4,Aucun,2026-05-28 13:35:34
CH-00158,Human,Chondathan,Chondath,Logging Camp,Groupe4_Vilhon_Est,Advanced Tracking | Plains Tracking | Open Land Navigation | Littoral Foraging | Dark Water Swimming,,Fall of Myth Drannor | Divine Myths & Legends | Major Cities & Regions | Political Currents & Rivalries,Cabinetmaking & Marquetry | Ceramics & Pottery | Herbalism & Potion Brewing,Chondathan,Chondathan | Illuskan | Turmish,1431,293.4,universal_standard,1,Modest,Ranseur | Gorget (élevé),750.0,681,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Ranseur | Gorget (élevé),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-1.45,NO,None,,2,0,-5,-1,11,183.4,87.7,2,0,-7,1,-3,2,3,-3,-2,-7,Aucun,2026-05-28 13:35:34
CH-00159,Human,Tethyrian,The Dalelands,Farming Hamlet,Groupe3_Coeur_Continental,Plains Tracking | Complex Terrain Navigation | Wild Plant Foraging | Forest Stealth | Advanced Tracking,,"Nobility & Heraldry | Ancient Realms (Netheril, Imaskar...) | Geography of Faerûn | Aberration Lore",Accounting & Estate Management | Musical Instrument Making | Masonry,Illuskan | Thorass,Chondathan | Illuskan,858,293.4,universal_standard,1,Modest,Reinforced Gambeson,650.0,208,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Reinforced Gambeson,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.64,YES,Arcanique,Magicien,0,0,-4,-1,0,160.4,74.8,-1,-4,2,3,-5,9,0,-3,-2,3,Aucun,2026-05-28 13:35:34
CH-00160,Dwarf,Gold Dwarf,Great Rift,Mountain Village,Groupe6_Bloc_Nain,Mountain Endurance | Advanced Tracking | Underground Navigation | Technical Rock Climbing | Wild Plant Foraging,Criminal Organizations & Syndicates,Divine Myths & Legends | History of Imaskar | Court Etiquette & Protocol,Jewelry & Goldsmithing,Nain,Géant | Nain,880,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,878,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.27,YES,Arcanique,Magicien,2,-1,-2,-8,0,128.0,74.8,-6,-2,-6,4,-2,-6,5,0,0,-5,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00161,Human,Calishite,Amn,Major Trade City,Groupe2_Sud_Marchand,,City Secrets & Hidden Routes | Criminal Organizations & Syndicates | Urban Stealth & Shadowing | Disguise & Impersonation | Streetwise (Urban Underworld) | City Secrets & Hidden Routes,Political Currents & Rivalries | Elven Culture | Cultural Interactions | Local Folklore & Legends,Carpentry & Woodworking,Chessentan | Mulhorandi,Chessentan | Mulhorandi | Tashalan,2631,293.4,universal_standard,1,Modest,Longbow | Grappling hook | Quiver,352.0,2279,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Longbow | Grappling hook | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-8.63,YES,Arcanique,Magicien,-7,-5,1,-4,1,147.1,49.1,-3,-4,5,-4,2,0,5,0,-3,3,Aucun,2026-05-28 13:35:34
